Sno,SensorId,Temperature,PH,EC,Mortality,DateTime
1407,220,23.31,8.11,1.57,1,2022-05-04T12:39:43.7000000
1408,220,23.31,7.72,2.23,1,2022-05-04T12:54:43.7130000
1409,220,23.31,8.16,1.54,1,2022-05-04T13:09:43.6800000
1410,220,23.31,8.02,1.6,1,2022-05-04T13:24:43.7100000
1411,220,23.31,7.89,2.02,1,2022-05-04T13:39:43.7270000
1412,220,23.31,8.13,1.52,1,2022-05-04T13:54:43.6930000
1413,220,23.31,7.69,2.14,1,2022-05-04T14:09:43.7700000
1414,220,23.31,8.19,1.49,1,2022-05-04T14:24:43.7500000
1415,220,23.31,8.02,1.57,1,2022-05-04T14:39:43.8300000
1416,220,23.31,7.91,1.96,1,2022-05-04T14:54:43.7230000
1417,220,23.31,8.11,1.54,1,2022-05-04T15:09:43.8300000
1418,220,23.31,7.75,2.05,1,2022-05-04T15:24:43.7100000
1419,220,23.31,8.16,1.57,1,2022-05-04T15:39:43.9170000
1420,220,23.31,8.13,1.54,1,2022-05-04T15:54:43.7200000
1421,220,23.31,7.69,2.2,1,2022-05-04T16:09:43.7330000
1422,220,23.31,8.13,1.52,1,2022-05-04T16:24:43.9330000
1423,220,23.31,7.75,2.02,1,2022-05-04T16:39:43.7130000
1424,220,23.31,8.13,1.52,1,2022-05-04T16:54:43.7370000
1425,220,23.31,7.86,1.81,1,2022-05-04T17:09:43.8600000
1426,220,23.31,8.02,1.78,1,2022-05-04T17:24:43.9000000
1427,220,23.31,8.11,1.54,1,2022-05-04T17:39:43.7200000
1428,220,23.31,7.72,2.2,1,2022-05-04T17:54:43.7100000
1429,220,23.31,8.13,1.52,1,2022-05-04T18:09:43.8830000
1430,220,23.31,8.11,1.54,1,2022-05-04T18:24:43.7470000
1431,220,23.31,7.75,2.2,1,2022-05-04T18:39:43.7900000
1432,220,23.31,8.16,1.49,1,2022-05-04T18:54:43.9200000
1433,220,23.31,8.13,1.54,1,2022-05-04T19:09:43.7930000
1434,220,23.31,7.69,2.14,1,2022-05-04T19:24:43.9570000
1435,220,23.31,8.13,1.52,1,2022-05-04T19:39:43.7570000
1436,220,23.31,8.13,1.54,1,2022-05-04T19:54:43.8730000
1437,220,23.31,7.64,2.2,1,2022-05-04T20:09:43.9130000
1438,220,23.31,8.05,1.81,1,2022-05-04T20:24:43.8430000
1439,220,23.31,8.13,1.52,1,2022-05-04T20:39:43.8630000
1440,220,23.31,7.86,1.84,1,2022-05-04T20:54:43.7930000
1441,220,23.31,7.78,1.96,1,2022-05-04T21:09:44.1000000
1442,220,23.31,7.83,2.17,1,2022-05-04T21:24:43.8630000
1443,220,23.31,8.11,1.63,1,2022-05-04T21:39:43.8800000
1444,220,23.31,8.16,1.54,1,2022-05-04T21:54:43.8300000
1445,220,23.31,8.13,1.54,1,2022-05-04T22:09:43.8470000
1446,220,23.31,8.11,1.57,1,2022-05-04T22:24:43.9030000
1447,220,23.31,8,1.63,1,2022-05-04T22:39:43.8300000
1448,220,23.31,7.78,2.02,1,2022-05-04T22:54:43.8270000
1449,220,23.31,7.69,2.17,1,2022-05-04T23:09:43.8400000
1450,220,23.31,7.8,2.11,1,2022-05-04T23:24:43.9000000
1451,220,23.31,8.08,1.72,1,2022-05-04T23:39:43.9300000
1452,220,23.31,8.13,1.52,0,2022-05-04T23:54:44.1200000
1453,220,23.31,8.11,1.57,0,2022-05-05T00:09:43.8400000
1454,220,23.31,7.69,2.11,0,2022-05-05T00:24:44.1070000
1455,220,23.31,8.05,1.78,0,2022-05-05T00:39:44.0370000
1456,220,23.31,8.13,1.49,0,2022-05-05T00:54:44.0130000
1457,220,23.31,8.11,1.57,0,2022-05-05T01:09:43.8700000
1458,220,23.31,7.67,2.2,0,2022-05-05T01:24:43.9170000
1459,220,23.31,8.19,1.54,0,2022-05-05T01:39:43.9830000
1460,220,23.31,8.13,1.49,0,2022-05-05T01:54:43.9670000
1461,220,23.31,7.75,2.08,0,2022-05-05T02:09:44.0970000
1462,220,23.31,7.94,1.9,0,2022-05-05T02:24:44.0100000
1463,220,23.31,8.13,1.54,0,2022-05-05T02:39:43.9270000
1464,220,23.31,7.83,1.87,0,2022-05-05T02:54:43.9800000
1465,220,23.31,7.78,2.14,0,2022-05-05T03:09:43.9900000
1466,220,23.31,8.16,1.52,0,2022-05-05T03:24:43.9430000
1467,220,23.31,7.91,1.75,0,2022-05-05T03:39:43.8900000
1468,220,23.31,7.91,1.93,0,2022-05-05T03:54:43.9970000
1469,220,23.31,8.19,1.52,0,2022-05-05T04:09:43.9100000
1470,220,23.31,7.86,1.84,0,2022-05-05T04:24:44.0930000
1471,220,23.31,7.94,1.93,0,2022-05-05T04:39:43.9430000
1472,220,23.31,8.13,1.54,0,2022-05-05T04:54:43.9700000
1473,220,23.31,7.75,2.02,0,2022-05-05T05:09:44.2200000
1474,220,23.31,8.08,1.75,0,2022-05-05T05:24:44.0330000
1475,220,23.31,8.11,1.57,0,2022-05-05T05:39:44.0700000
1476,220,23.31,7.69,2.2,1,2022-05-05T05:54:44.0100000
1477,220,23.31,8.13,1.43,1,2022-05-05T06:09:43.9300000
1478,220,23.31,7.94,1.69,1,2022-05-05T06:24:44.1530000
1479,220,23.31,7.91,1.96,1,2022-05-05T06:39:44.0000000
1480,220,23.31,8.16,1.52,1,2022-05-05T06:54:44.0970000
1481,220,23.31,7.89,1.9,1,2022-05-05T07:09:43.9930000
1482,220,23.31,8.11,1.69,1,2022-05-05T07:24:44.0830000
1483,220,23.31,8.11,1.57,1,2022-05-05T07:39:43.9870000
1484,220,23.31,7.8,2.11,1,2022-05-05T07:54:44.2230000
1485,220,23.31,8.13,1.54,1,2022-05-05T08:09:44.1130000
1486,220,23.31,7.91,1.69,1,2022-05-05T08:24:44.0700000
1487,220,23.31,7.94,1.99,1,2022-05-05T08:39:44.0600000
1488,220,23.31,8.13,1.52,1,2022-05-05T08:54:44.0300000
1489,220,23.31,8,1.63,1,2022-05-05T09:09:44.1400000
1490,220,23.31,7.89,1.99,1,2022-05-05T09:24:44.0100000
1491,220,23.31,8.13,1.54,1,2022-05-05T09:39:43.9800000
1492,220,23.31,8.11,1.6,1,2022-05-05T09:54:44.0570000
1493,220,23.31,7.69,2.2,1,2022-05-05T10:09:44.1170000
1494,220,23.31,7.97,1.9,0,2022-05-05T10:24:43.9900000
1495,220,23.31,8.16,1.52,0,2022-05-05T10:39:44.0130000
1496,220,23.31,8.11,1.57,0,2022-05-05T10:54:44.0130000
1497,220,23.31,7.72,2.05,0,2022-05-05T11:09:44.0300000
1498,220,23.31,7.83,2.05,0,2022-05-05T11:24:43.9700000
1499,220,23.31,8.16,1.49,0,2022-05-05T11:39:44.0700000
1500,220,23.31,8.05,1.57,0,2022-05-05T11:54:44.0430000
1501,220,23.31,7.78,1.99,0,2022-05-05T12:09:44.1000000
1502,220,23.31,7.89,2.02,0,2022-05-05T12:24:44.0570000
1503,220,23.31,8.13,1.52,0,2022-05-05T12:39:44.0400000
1504,220,23.31,8.13,1.54,0,2022-05-05T12:54:44.1170000
1505,220,23.31,7.72,2.17,0,2022-05-05T13:09:44.0230000
1506,220,23.31,8.08,1.75,0,2022-05-05T13:24:44.0730000
1507,220,23.31,8.13,1.54,0,2022-05-05T13:39:44.1230000
1508,220,23.31,7.97,1.66,0,2022-05-05T13:54:44.1270000
1509,220,23.31,7.89,2.08,0,2022-05-05T14:09:44.0770000
1510,220,23.31,8.19,1.52,0,2022-05-05T14:24:44.0500000
1511,220,23.31,8.16,1.54,0,2022-05-05T14:39:44.1000000
1512,220,23.31,7.72,2.17,0,2022-05-05T14:54:44.1070000
1513,220,23.31,8.16,1.66,0,2022-05-05T15:09:44.0770000
1514,220,23.31,8.13,1.52,0,2022-05-05T15:24:44.1730000
1515,220,23.31,8.13,1.54,0,2022-05-05T15:39:44.1300000
1516,220,23.31,8.16,1.54,0,2022-05-05T15:54:44.0930000
1517,220,23.31,8.13,1.54,0,2022-05-05T16:09:44.2270000
1518,220,23.31,8.16,1.52,0,2022-05-05T16:24:44.1170000
1519,220,23.31,8.16,1.49,0,2022-05-05T16:39:44.1670000
1520,220,23.31,8.13,1.46,0,2022-05-05T16:54:44.1300000
1521,220,23.31,8.16,1.49,0,2022-05-05T17:09:44.2470000
1522,220,23.31,7.97,1.87,0,2022-05-05T17:24:44.1800000
1523,220,23.31,8.02,1.81,0,2022-05-05T17:39:44.2300000
1524,220,23.31,8,1.84,0,2022-05-05T17:54:44.1700000
1525,220,23.31,8.11,1.69,0,2022-05-05T18:09:44.1400000
1526,220,23.31,8.22,1.6,0,2022-05-05T18:24:44.1500000
1527,220,23.31,8.19,1.52,0,2022-05-05T18:39:44.1530000
1528,220,23.31,8.13,1.49,0,2022-05-05T18:54:44.1770000
1529,220,23.31,8.16,1.52,0,2022-05-05T19:09:44.1870000
1530,220,23.31,8.11,1.57,0,2022-05-05T19:24:44.2770000
1531,220,23.31,8.22,1.54,0,2022-05-05T19:39:44.1770000
1532,220,23.31,8.05,1.6,0,2022-05-05T19:54:44.2130000
1533,220,23.31,7.75,2.05,0,2022-05-05T20:09:44.2170000
1534,220,23.31,7.69,2.2,0,2022-05-05T20:24:44.3570000
1535,220,23.31,7.94,1.93,0,2022-05-05T20:39:44.1930000
1536,220,23.31,8.11,1.66,1,2022-05-05T20:54:44.2070000
1537,220,23.31,8.16,1.57,1,2022-05-05T21:09:44.1700000
1538,220,23.31,8.13,1.46,1,2022-05-05T21:24:44.4600000
1539,220,23.31,8.16,1.54,1,2022-05-05T21:39:44.2730000
1540,220,23.31,8.11,1.57,1,2022-05-05T21:54:44.2630000
1541,220,23.31,7.94,1.72,1,2022-05-05T22:09:44.2000000
1542,220,23.31,7.72,2.2,1,2022-05-05T22:24:44.3900000
1543,220,23.31,8.05,1.84,1,2022-05-05T22:39:44.1830000
1544,220,23.31,8.16,1.54,1,2022-05-05T22:54:44.2500000
1545,220,23.31,8.13,1.49,1,2022-05-05T23:09:44.2130000
1546,220,23.31,8.11,1.57,1,2022-05-05T23:24:44.2330000
1547,220,23.31,7.75,2.11,1,2022-05-05T23:39:44.2130000
1548,220,23.31,7.78,2.14,1,2022-05-05T23:54:44.3430000
1549,220,23.31,8.16,1.52,1,2022-05-06T00:09:44.2500000
1550,220,23.31,8.16,1.54,1,2022-05-06T00:24:44.2600000
1551,220,23.31,8.13,1.54,1,2022-05-06T00:39:44.2600000
1552,220,23.31,7.91,1.75,1,2022-05-06T00:54:44.5430000
1553,220,23.31,7.69,2.14,1,2022-05-06T01:09:44.3370000
1554,220,23.31,7.91,2.02,1,2022-05-06T01:24:44.3800000
1555,220,23.31,8.11,1.54,1,2022-05-06T01:39:44.2570000
1556,220,23.31,8.11,1.57,1,2022-05-06T01:54:44.3430000
1557,220,23.31,7.83,1.93,1,2022-05-06T02:09:44.4070000
1558,220,23.31,7.86,2.02,1,2022-05-06T02:24:44.5530000
1559,220,23.31,8.19,1.49,1,2022-05-06T02:39:44.2630000
1560,220,23.31,8.13,1.54,1,2022-05-06T02:54:44.3170000
1561,220,23.31,7.86,1.84,1,2022-05-06T03:09:44.2800000
1562,220,23.31,7.75,2.17,1,2022-05-06T03:24:44.5800000
1563,220,23.31,7.78,2.14,1,2022-05-06T03:39:44.3130000
1564,220,23.31,8.11,1.66,1,2022-05-06T03:54:44.3030000
1565,220,23.31,8.13,1.52,1,2022-05-06T04:09:44.5100000
1566,220,23.31,8.16,1.54,1,2022-05-06T04:24:44.2970000
1567,220,23.31,8.22,1.52,1,2022-05-06T04:39:44.2830000
1568,220,23.31,8.13,1.54,1,2022-05-06T04:54:44.2600000
1569,220,23.31,8.13,1.54,1,2022-05-06T05:09:44.2700000
1570,220,23.31,8.11,1.57,1,2022-05-06T05:24:44.3900000
1571,220,23.31,8.05,1.6,1,2022-05-06T05:39:44.2870000
1572,220,23.31,7.83,1.87,1,2022-05-06T05:54:44.3030000
1573,220,23.31,7.75,2.14,1,2022-05-06T06:09:44.2900000
1574,220,23.31,7.86,2.05,1,2022-05-06T06:24:44.2900000
1575,220,23.31,8.19,1.54,1,2022-05-06T06:39:44.4030000
1576,220,23.31,8.19,1.52,1,2022-05-06T06:54:44.4370000
1577,220,23.31,8.13,1.54,1,2022-05-06T07:09:44.4430000
1578,220,23.31,8.02,1.66,1,2022-05-06T07:24:44.3730000
1579,220,23.31,7.69,2.17,1,2022-05-06T07:39:44.5000000
1580,220,23.31,7.83,2.02,1,2022-05-06T07:54:44.3700000
1581,220,23.31,8.16,1.57,1,2022-05-06T08:09:44.3830000
1582,220,23.31,8.13,1.54,1,2022-05-06T08:24:44.5270000
1583,220,23.31,7.91,1.75,1,2022-05-06T08:39:44.3730000
1584,220,23.31,7.72,2.2,1,2022-05-06T08:54:44.3470000
1585,220,23.31,8.08,1.69,1,2022-05-06T09:09:44.5300000
1586,220,23.31,8.13,1.54,1,2022-05-06T09:24:44.3800000
1587,220,23.31,7.83,1.9,1,2022-05-06T09:39:44.4270000
1588,220,23.31,8.02,1.84,1,2022-05-06T09:54:44.3800000
1589,220,23.31,8.11,1.54,1,2022-05-06T10:09:44.3900000
1590,220,23.31,7.83,1.9,1,2022-05-06T10:24:44.4130000
1591,220,23.31,7.97,1.9,1,2022-05-06T10:39:44.3700000
1592,220,23.31,8.11,1.54,1,2022-05-06T10:54:44.3670000
1593,220,23.31,7.72,2.11,1,2022-05-06T11:09:44.5300000
1594,220,23.31,8.16,1.57,1,2022-05-06T11:24:45.1300000
1595,220,23.31,8.11,1.6,0,2022-05-06T11:39:44.4530000
1596,220,23.31,7.83,2.05,0,2022-05-06T11:54:44.5400000
1597,220,23.31,8.13,1.57,0,2022-05-06T12:09:44.4330000
1598,220,23.31,7.8,1.99,0,2022-05-06T12:24:44.5670000
1599,220,23.31,8.19,1.52,0,2022-05-06T12:39:44.4030000
1600,220,23.31,8.08,1.57,0,2022-05-06T12:54:44.5530000
1601,220,23.31,8.11,1.75,0,2022-05-06T13:09:44.4170000
1602,220,23.31,8.13,1.54,0,2022-05-06T13:24:44.6000000
1603,220,23.31,7.97,1.9,0,2022-05-06T13:39:44.5700000
1604,220,23.31,8.11,1.57,0,2022-05-06T13:54:44.5000000
1605,220,23.31,7.83,2.08,0,2022-05-06T14:09:44.6100000
1606,220,23.31,8.11,1.54,0,2022-05-06T14:24:44.6730000
1607,220,23.31,7.75,2.17,0,2022-05-06T14:39:44.5830000
1608,220,23.31,8.13,1.54,0,2022-05-06T14:54:44.4670000
1609,220,23.31,7.8,2.08,0,2022-05-06T15:09:44.5100000
1610,220,23.31,8.11,1.54,0,2022-05-06T15:24:44.6430000
1611,220,23.31,7.69,2.2,0,2022-05-06T15:39:44.6470000
1612,220,23.31,8.16,1.49,0,2022-05-06T15:54:44.5100000
1613,220,23.31,8.13,1.6,0,2022-05-06T16:09:44.5100000
1614,220,23.31,7.86,2.05,0,2022-05-06T16:24:44.5370000
1615,220,23.31,8.16,1.54,0,2022-05-06T16:39:44.5070000
1616,220,23.31,7.69,2.11,0,2022-05-06T16:54:44.5270000
1617,220,23.31,8.16,1.52,0,2022-05-06T17:09:44.5000000
1618,220,23.31,8.11,1.57,0,2022-05-06T17:24:44.5600000
1619,220,23.31,7.72,2.2,1,2022-05-06T17:39:44.5500000
1620,220,23.31,8.13,1.52,1,2022-05-06T17:54:44.5130000
1621,220,23.31,7.78,2.02,1,2022-05-06T18:09:44.5770000
1622,220,23.31,8.05,1.78,1,2022-05-06T18:24:44.5270000
1623,220,23.31,8.11,1.57,1,2022-05-06T18:39:44.5700000
1624,220,23.31,7.69,2.14,1,2022-05-06T18:54:44.7000000
1625,220,23.31,8.16,1.46,1,2022-05-06T19:09:44.6000000
1626,220,23.31,8.13,1.54,1,2022-05-06T19:24:44.6270000
1627,220,23.31,8,1.69,1,2022-05-06T19:39:44.7900000
1628,220,23.31,7.69,2.2,1,2022-05-06T19:54:44.5600000
1629,220,23.31,8,1.93,1,2022-05-06T20:09:44.5330000
1630,220,23.31,8.16,1.49,1,2022-05-06T20:24:44.5600000
1631,220,23.31,8.13,1.54,1,2022-05-06T20:39:44.6000000
1632,220,23.31,8.08,1.57,1,2022-05-06T20:54:44.5630000
1633,220,23.31,7.97,1.66,1,2022-05-06T21:09:44.5830000
1634,220,23.31,7.75,2.02,1,2022-05-06T21:24:44.5330000
1635,220,23.31,7.75,2.17,1,2022-05-06T21:39:44.5530000
1636,220,23.31,8.19,1.6,1,2022-05-06T21:54:44.6070000
1637,220,23.31,8.13,1.54,0,2022-05-06T22:09:44.6800000
1638,220,23.31,8.11,1.6,0,2022-05-06T22:24:44.8700000
1639,220,23.31,7.69,2.17,0,2022-05-06T22:39:44.6430000
1640,220,23.31,8.11,1.66,0,2022-05-06T22:54:44.5600000
1641,220,23.31,8.19,1.54,0,2022-05-06T23:09:44.7530000
1642,220,23.31,8,1.63,0,2022-05-06T23:24:44.6900000
1643,220,23.31,7.72,2.2,0,2022-05-06T23:39:44.6070000
1644,220,24.37,3,1.72,0,2022-05-06T23:40:43.6370000
1645,220,24.37,8.08,1.69,0,2022-05-07T00:40:43.2000000
1646,220,24.37,8.33,1.4,0,2022-05-07T00:55:43.1230000
1647,220,24.37,8.19,1.75,0,2022-05-07T01:10:43.2330000
1648,220,24.37,8.35,1.46,0,2022-05-07T01:25:43.1830000
1649,220,24.31,8.24,1.66,0,2022-05-07T01:40:43.2330000
1650,220,24.31,8.33,1.4,0,2022-05-07T01:55:43.1470000
1651,220,24.31,8.08,1.87,0,2022-05-07T02:10:43.2870000
1652,220,24.31,8.35,1.4,0,2022-05-07T02:25:43.2230000
1653,220,24.31,7.94,2.05,0,2022-05-07T02:40:43.3230000
1654,220,24.31,8.38,1.37,0,2022-05-07T02:55:43.2130000
1655,220,24.31,7.97,1.9,0,2022-05-07T03:10:43.1470000
1656,220,24.25,8.41,1.34,0,2022-05-07T03:25:43.1600000
1657,220,24.25,8.22,1.63,0,2022-05-07T03:40:43.2170000
1658,220,24.25,8.41,1.43,0,2022-05-07T03:55:43.1570000
1659,220,24.25,8.35,1.4,0,2022-05-07T04:10:43.1900000
1660,220,24.25,8.16,1.84,0,2022-05-07T04:25:43.1670000
1661,220,24.25,8.38,1.37,0,2022-05-07T04:40:43.1200000
1662,220,24.25,7.91,1.99,0,2022-05-07T04:55:43.3000000
1663,220,24.25,8.38,1.4,0,2022-05-07T05:10:43.3100000
1664,220,24.19,8,1.81,0,2022-05-07T05:25:43.1870000
1665,220,24.19,8.44,1.37,0,2022-05-07T05:40:43.2830000
1666,220,24.19,8.05,1.75,0,2022-05-07T05:55:43.2870000
1667,220,24.19,8.38,1.52,0,2022-05-07T06:10:43.3400000
1668,220,24.19,8.35,1.43,0,2022-05-07T06:25:43.1700000
1669,220,24.19,8.05,1.96,0,2022-05-07T06:40:43.2700000
1670,220,24.12,8.35,1.37,0,2022-05-07T06:55:43.2070000
1671,220,24.12,7.94,2.02,0,2022-05-07T07:10:43.2430000
1672,220,24.12,8.35,1.4,0,2022-05-07T07:25:43.1870000
1673,220,24.12,8,1.81,0,2022-05-07T07:40:43.1600000
1674,220,24.12,8.35,1.52,0,2022-05-07T07:55:43.3470000
1675,220,24.12,8.33,1.37,0,2022-05-07T08:10:43.3070000
1676,220,24.12,7.97,2.02,0,2022-05-07T08:25:43.4400000
1677,220,24.12,8.41,1.4,0,2022-05-07T08:40:43.4000000
1678,220,24.06,8,1.87,0,2022-05-07T08:55:43.2630000
1679,220,22,8,1.99,1,2022-05-07T09:48:28.2230000
1680,220,22,8.05,1.99,1,2022-05-07T10:03:28.3100000
1681,220,22,7.67,2.53,1,2022-05-07T10:18:28.1000000
1682,220,21.62,8,1.93,1,2022-05-07T11:09:07.5170000
1683,220,21.62,7.97,2.08,1,2022-05-07T11:24:07.3970000
1684,220,21.62,7.58,2.59,1,2022-05-07T11:39:07.4800000
1685,220,21.62,7.91,2.02,1,2022-05-07T11:54:07.4530000
1686,220,21.62,8.02,1.9,1,2022-05-07T12:09:07.5230000
1687,220,21.62,7.61,2.56,1,2022-05-07T12:24:07.4900000
1688,220,21.62,8,1.93,1,2022-05-07T12:39:07.4870000
1689,220,21.62,7.86,2.29,1,2022-05-07T12:54:07.5200000
1690,220,21.62,7.97,1.96,1,2022-05-07T13:09:07.6230000
1691,220,21.69,7.78,2.38,1,2022-05-07T13:24:07.5070000
1692,220,21.87,8,1.96,1,2022-05-07T14:15:05.3030000
1693,220,21.87,8,1.99,1,2022-05-07T14:30:05.1770000
1694,220,21.87,7.97,1.96,1,2022-05-07T14:45:05.1830000
1695,220,21.87,7.97,1.96,1,2022-05-07T15:00:05.4200000
1696,220,21.87,7.97,1.96,1,2022-05-07T15:15:05.3730000
1697,220,21.87,8,1.93,1,2022-05-07T15:30:05.1070000
1698,220,21.87,7.97,2.11,1,2022-05-07T15:45:05.1870000
1699,220,21.87,7.89,2.26,1,2022-05-07T16:00:05.1130000
1700,220,21.87,7.94,2.11,1,2022-05-07T16:15:05.2370000
1701,220,21.87,7.67,2.53,1,2022-05-07T16:30:05.1670000
1702,220,21.87,7.58,2.59,1,2022-05-07T16:45:05.2630000
1703,220,21.87,7.58,2.59,1,2022-05-07T17:00:05.3430000
1704,220,21.87,7.58,2.53,1,2022-05-07T17:15:05.1300000
1705,220,21.87,7.78,2.26,1,2022-05-07T17:30:05.3130000
1706,220,21.87,7.91,2.02,1,2022-05-07T17:45:05.1700000
1707,220,21.87,7.67,2.38,1,2022-05-07T18:00:05.1730000
1708,220,21.87,7.58,2.56,1,2022-05-07T18:15:05.2770000
1709,220,21.87,7.56,2.59,1,2022-05-07T18:30:05.1230000
1710,220,21.87,7.67,2.56,1,2022-05-07T18:45:05.1930000
1711,220,21.87,7.64,2.53,1,2022-05-07T19:00:05.2200000
1712,220,21.87,7.67,2.5,1,2022-05-07T19:15:05.1600000
1713,220,21.87,7.8,2.35,1,2022-05-07T19:30:05.2330000
1714,220,21.87,7.97,2.08,1,2022-05-07T19:45:05.2000000
1715,220,21.87,7.94,2.08,1,2022-05-07T20:00:05.2030000
1716,220,21.87,8.08,1.87,1,2022-05-07T20:15:05.3130000
1717,220,21.87,7.97,1.96,1,2022-05-07T20:30:05.2400000
1718,220,21.87,8.02,1.93,1,2022-05-07T20:45:05.2570000
1719,220,21.87,8,1.96,1,2022-05-07T21:00:05.3630000
1720,220,21.87,7.97,1.96,1,2022-05-07T21:15:05.3100000
1721,220,21.87,7.97,1.96,1,2022-05-07T21:30:05.2900000
1722,220,21.87,8.02,1.9,1,2022-05-07T21:45:05.2970000
1723,220,21.87,7.97,2.05,1,2022-05-07T22:00:05.2870000
1724,220,21.87,8.02,1.93,1,2022-05-07T22:15:05.2530000
1725,220,21.87,7.61,2.53,1,2022-05-07T22:30:05.3030000
1726,220,21.87,7.69,2.44,1,2022-05-07T22:45:05.3170000
1727,220,21.87,7.64,2.56,1,2022-05-07T23:00:05.3630000
1728,220,21.87,7.58,2.53,1,2022-05-07T23:15:05.2500000
1729,220,21.87,7.58,2.59,1,2022-05-07T23:30:05.2800000
1730,220,21.87,7.56,2.59,1,2022-05-07T23:45:05.2700000
1731,220,21.87,7.58,2.56,1,2022-05-08T00:00:05.3130000
1732,220,21.87,7.64,2.56,1,2022-05-08T00:15:05.4500000
1733,220,21.87,7.56,2.53,1,2022-05-08T00:30:05.3200000
1734,220,21.87,7.72,2.26,1,2022-05-08T00:45:05.3800000
1735,220,21.87,7.91,1.99,1,2022-05-08T01:00:05.4270000
1736,220,21.87,8,1.93,1,2022-05-08T01:15:05.4100000
1737,220,21.87,7.97,1.96,1,2022-05-08T01:30:05.4030000
1738,220,21.87,8,1.96,1,2022-05-08T01:45:05.3600000
1739,220,21.87,8,1.9,1,2022-05-08T02:00:05.5030000
1740,220,21.87,8.02,1.93,1,2022-05-08T02:15:05.4270000
1741,220,21.87,8.02,1.9,1,2022-05-08T02:30:05.3600000
1742,220,21.87,8,1.9,1,2022-05-08T02:45:05.3470000
1743,220,21.87,8,1.93,1,2022-05-08T03:00:05.4670000
1744,220,21.87,8.02,1.93,1,2022-05-08T03:15:05.3730000
1745,220,21.87,8,1.9,1,2022-05-08T03:30:05.3000000
1746,220,21.87,8,1.93,1,2022-05-08T03:45:05.3030000
1747,220,21.87,7.97,1.93,1,2022-05-08T04:00:05.3030000
1748,220,21.87,7.97,1.99,1,2022-05-08T04:15:05.3970000
1749,220,21.87,7.8,2.11,1,2022-05-08T04:30:05.4030000
1750,220,21.87,7.61,2.5,1,2022-05-08T04:45:05.4030000
1751,220,21.87,7.61,2.56,1,2022-05-08T05:00:05.4100000
1752,220,21.87,7.61,2.53,1,2022-05-08T05:15:05.4230000
1753,220,21.87,7.91,2.17,1,2022-05-08T05:30:05.3930000
1754,220,21.87,7.78,2.41,1,2022-05-08T05:45:05.5130000
1755,220,21.87,7.64,2.53,1,2022-05-08T06:00:05.3930000
1756,220,21.87,7.58,2.56,1,2022-05-08T06:15:05.3700000
1757,220,21.87,7.91,2.02,1,2022-05-08T06:30:05.3570000
1758,220,21.87,8,1.9,1,2022-05-08T06:45:05.6900000
1759,220,21.87,7.61,2.59,1,2022-05-08T07:00:05.3700000
1760,220,21.87,8,1.96,1,2022-05-08T07:15:05.4100000
1761,220,21.87,7.58,2.59,1,2022-05-08T07:30:06.8200000
1762,220,21.87,8,1.93,1,2022-05-08T07:45:05.3900000
1763,220,21.87,7.58,2.56,1,2022-05-08T08:00:05.5470000
1764,220,21.87,8,1.99,1,2022-05-08T08:15:05.4100000
1765,220,21.87,7.89,2.2,1,2022-05-08T08:30:05.4500000
1766,220,21.87,7.78,2.23,1,2022-05-08T08:45:05.3200000
1767,220,21.87,8.02,1.84,1,2022-05-08T09:00:05.3600000
1768,220,21.87,7.69,2.35,1,2022-05-08T09:15:05.3770000
1769,220,21.87,8,1.93,1,2022-05-08T09:30:05.3670000
1770,220,21.87,7.61,2.56,1,2022-05-08T09:45:05.3800000
1771,220,21.87,7.97,1.96,1,2022-05-08T10:00:05.4300000
1772,220,21.87,7.61,2.56,1,2022-05-08T10:15:05.5630000
1773,220,21.87,8,1.96,1,2022-05-08T10:30:05.3730000
1774,220,21.87,8,2.14,1,2022-05-08T10:45:05.3730000
1775,220,21.87,7.94,1.99,1,2022-05-08T11:00:05.4800000
1776,220,21.87,7.83,2.32,1,2022-05-08T11:15:05.4100000
1777,220,21.87,7.91,1.99,1,2022-05-08T11:30:05.8070000
1778,220,21.87,7.91,2.17,1,2022-05-08T11:45:05.3730000
1779,220,21.87,7.83,2.08,1,2022-05-08T12:00:05.5000000
1780,220,21.87,8.02,1.93,1,2022-05-08T12:15:05.5600000
1781,220,21.87,7.97,2.02,1,2022-05-08T12:30:05.4400000
1782,220,21.87,7.72,2.44,1,2022-05-08T12:45:05.4400000
1783,220,21.87,7.97,1.9,1,2022-05-08T13:00:05.4430000
1784,220,21.87,7.61,2.38,1,2022-05-08T13:15:05.4930000
1785,220,21.87,8.02,1.93,1,2022-05-08T13:30:05.4830000
1786,220,21.87,7.97,1.99,1,2022-05-08T13:45:05.4730000
1787,220,21.87,7.58,2.56,1,2022-05-08T14:00:05.4670000
1788,220,21.87,8,1.93,1,2022-05-08T14:15:05.4300000
1789,220,21.87,7.94,1.99,1,2022-05-08T14:30:05.4600000
1790,220,21.87,7.61,2.56,1,2022-05-08T14:45:05.6500000
1791,220,21.87,8,1.93,1,2022-05-08T15:00:05.6230000
1792,220,21.87,7.91,2.02,1,2022-05-08T15:15:05.4530000
1793,220,21.87,7.58,2.56,1,2022-05-08T15:30:05.5400000
1794,220,21.87,8.02,1.9,1,2022-05-08T15:45:05.4630000
1795,220,21.87,8,2.02,1,2022-05-08T16:00:05.5730000
1796,220,21.87,7.67,2.59,1,2022-05-08T16:15:05.6200000
